File,Soiling Weight,STC Power,Status,Status2,SD,SR,count1,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16
IMG_7659,35,232,Clean,1,120.2096864,0.070271353,0,0.037391027,0.038549541,0.002288064,2.90E-05,0.248008805,0.175254149,0.009499812,0.011787876,0.171329684,0.212051438,0.033466562,0.000333073,0.027760883,0.021055985,0.011194138
IMG_7662,35,228,Clean,1,120.6585818,0.073865385,0,0.049297937,0.041900455,0.003168356,0,0.254808363,0.171551796,0.022708874,0.014250621,0.175334282,0.200527594,0.02632387,0,0.00516428,0.023253217,0.011710354
IMG_7663,35,228,Clean,1,120.8265544,0.074292609,0,0.04527065,0.038495824,0.001769135,0,0.262641085,0.150870167,0.017485634,0.021750758,0.169987794,0.219125855,0.025604454,0,0.007350824,0.026729021,0.012918798
IMG_7664,35,228,Clean,1,120.9711584,0.073007023,0,0.055109736,0.044129225,0.002444718,0.00013812,0.259678734,0.164486678,0.016588169,0.025483073,0.169113686,0.201046947,0.016892032,0,0.00604964,0.025579757,0.013259485
IMG_7669,35,230,Clean,1,126.468906,0.076841084,0,0.016401313,0.017530201,0.001570062,0,0.222935887,0.13507727,0.008693734,0.014753396,0.178286426,0.230695369,0.018646113,0.00521624,0.054160665,0.066409747,0.029623574
IMG_7670,35,230,Clean,1,125.6442273,0.077474826,0,0.019994968,0.016750751,0.001112303,0,0.243236801,0.135211007,0.008845456,0.027847297,0.172075901,0.229769992,0.016141633,0.002462956,0.049351819,0.053377296,0.02382182
IMG_7671,35,230,Clean,1,124.7967611,0.077563323,0,0.025537143,0.020858383,0.001738199,3.92E-05,0.250993256,0.141264572,0.007815359,0.027811177,0.172617492,0.230121805,0.016715458,0.003371844,0.035914057,0.046918292,0.018283758
IMG_7672,35,230,Clean,1,123.2289206,0.078795974,0,0.031730645,0.023174357,0.002442807,0.000155099,0.257166861,0.149812589,0.008336565,0.028460644,0.178544656,0.230205506,0.02136487,0.001486364,0.021494119,0.032195942,0.013428978
IMG_7678,40,226,Clean,1,130.4993866,0.106129812,0,0.025124477,0.027239016,0.001156226,0.000395825,0.223443262,0.143017854,0.005729047,0.021155809,0.186902356,0.193735547,0.032051416,0.003062436,0.044134497,0.066477782,0.026374451
IMG_7679,40,226,Clean,1,130.8050459,0.103905073,0,0.023236383,0.030195664,0.000793231,0,0.216298255,0.151560021,0.005616076,0.019418297,0.181311475,0.198794289,0.031094659,0.003384453,0.046610259,0.065520888,0.02616605
IMG_7680,40,226,Clean,1,130.4729684,0.106273131,0,0.031416313,0.034840546,0.001113907,2.06E-05,0.22375098,0.145694954,0.007302281,0.020308181,0.180535501,0.19591361,0.035387186,0.002753826,0.040265688,0.05541689,0.025279508
IMG_7681,40,226,Clean,1,130.4207347,0.104983936,0,0.028903435,0.040555164,0.002794734,0,0.214543124,0.152848843,0.011178937,0.009792076,0.173672764,0.207157041,0.042856092,0.001723069,0.03495519,0.049527732,0.0294918
IMG_7684,40,220,Clean,1,128.9927781,0.099187783,0,0.060370188,0.100742894,0.003800323,0,0.216984696,0.190325202,0.025411797,0.000858507,0.146873319,0.171873033,0.042833759,0,0.005299848,0.021794622,0.012831813
IMG_7685,40,220,Clean,1,127.1715501,0.098282081,0,0.05871003,0.095254147,0.002487418,0,0.229167877,0.184475724,0.01601711,0.005997699,0.153464368,0.175607035,0.034730859,0.001069357,0.00643939,0.019957458,0.016621529
IMG_7686,40,220,Clean,1,124.3765551,0.105800338,0,0.04344583,0.09663732,0.008082661,0,0.20862069,0.211702128,0.02325752,0.000452433,0.152152115,0.193017853,0.03636586,0,0.002433358,0.016287601,0.007544632
IMG_7687,40,220,Clean,1,119.5131968,0.103454085,0,0.042751796,0.058576056,0.002402323,0,0.235236468,0.19099069,0.007481863,0.001972057,0.177377523,0.215635421,0.038616453,0,0.003573606,0.017676798,0.007708948
IMG_7690,40,220,Clean,1,122.6940579,0.100346697,0,0.037250115,0.075672605,0.003456695,0,0.230256956,0.187302086,0.016618724,7.25E-05,0.160845077,0.20256714,0.048345379,0,0.003843458,0.018214122,0.015555126
IMG_7691,40,220,Clean,1,124.2087197,0.099963548,0,0.046097857,0.087581171,0.004745368,0,0.224840037,0.183368616,0.020087534,0.000166504,0.156406841,0.199650341,0.045705383,0,0.002711639,0.016341191,0.012297519
IMG_7692,40,220,Clean,1,127.385145,0.101996602,0,0.039519102,0.1037758,0.009486463,0,0.199990607,0.204534248,0.028248057,0,0.134465917,0.191055956,0.060734496,0,0.002817761,0.014969357,0.010402235
IMG_7698,45,199,Clean,1,120.8271862,0.153718502,0,0.047338567,0.061758837,0.000766758,0.0003311,0.24750586,0.204698133,0.004957785,0.023900182,0.169253021,0.176197405,0.024118011,0.000670913,0.00602079,0.019813713,0.012668926
IMG_7699,45,199,Clean,1,119.5784197,0.134854658,0.000444775,0.043452617,0.043075525,0,0.01085832,0.278168299,0.170581012,0.000232057,0.040774296,0.174119877,0.176498458,0.018245458,0.00159539,0.008943852,0.020643377,0.012366688
IMG_7700,45,199,Clean,1,118.4230299,0.136310215,0.001751669,0.043288493,0.036533437,0,0.019181264,0.282328462,0.160350334,0,0.045040163,0.179918707,0.183518823,0.007897029,0.000445176,0.011245524,0.023197523,0.005303397
IMG_7701,45,199,Clean,1,119.8894546,0.136190613,0.001102187,0.040368801,0.03568211,0,0.011817363,0.278048266,0.164896778,0.000460043,0.043042803,0.1773467,0.183691464,0.012517012,0.000728402,0.014309264,0.025331135,0.01065767
IMG_7704,45,209,Clean,1,125.3438517,0.159878789,0,0.044362355,0.076744822,0.002924427,0,0.22256426,0.210481761,0.023053375,0.000940605,0.149718674,0.182255058,0.049304807,4.28E-05,0.00537,0.019975031,0.01226207
IMG_7705,45,209,Clean,1,125.1299287,0.150769784,0,0.046226382,0.076066149,0.002277642,0,0.237246978,0.202922826,0.012584636,0.004750257,0.163671169,0.175830409,0.042566202,0.000487433,0.005884647,0.019151689,0.010333581
IMG_7706,45,209,Clean,1,125.7099685,0.153938661,0,0.053934197,0.083741074,0.001694358,0,0.24167949,0.197928733,0.014341534,0.006690987,0.161206107,0.166245959,0.034405851,0.000458168,0.005299193,0.020245855,0.012128495
IMG_7707,45,209,Clean,1,128.0522033,0.151617939,0,0.058069996,0.0939948,0.002522544,0,0.22651417,0.199770054,0.021390145,0.002548284,0.149447872,0.170357532,0.04066959,0.000257402,0.003629375,0.018987722,0.011840513
IMG_7712,45,212,Clean,1,122.3603867,0.140288787,0,0.035832172,0.062360323,0.000888324,0,0.251171185,0.188941773,0.007331008,0.007405814,0.186407713,0.17805747,0.036468025,3.74E-05,0.010033382,0.024134352,0.010931057
IMG_7713,45,212,Clean,1,122.3608608,0.13884002,0,0.033344243,0.05793851,0.000866334,0,0.240427007,0.193924109,0.006757407,0.004322045,0.190911191,0.187051191,0.038378607,0.000548678,0.013091273,0.021716112,0.010723293
IMG_7714,45,212,Clean,1,123.1147223,0.13844219,0,0.032591955,0.066743196,0.001788875,0,0.237662027,0.196269192,0.010398431,0.002362845,0.18117377,0.18647343,0.043382599,0.000306118,0.010054049,0.020088965,0.010704549
IMG_7715,45,212,Clean,1,123.2048568,0.142888676,0,0.035966483,0.068128462,0.001865135,0,0.237660879,0.202306829,0.014252972,0.002820901,0.178394128,0.181521245,0.041933059,0,0.008165765,0.017268737,0.009715405
IMG_7721,50,194,Now,2,123.8207542,0.159316732,8.23E-05,0.016361077,0.017988045,0,0.002147963,0.230864852,0.165877557,0.000859185,0.035610478,0.194641976,0.19752116,0.01921284,0.001160814,0.038617626,0.067948741,0.011105424
IMG_7722,50,194,Now,2,123.2405725,0.158823046,6.42E-05,0.01694216,0.022057812,0,0.002145274,0.231937072,0.165268572,0.001888574,0.034764432,0.200922284,0.204341887,0.019114937,0.001686882,0.030492221,0.057684021,0.010689696
IMG_7723,50,194,Now,2,123.5051407,0.157190718,0.00022736,0.025273286,0.034422234,0,0.003273977,0.236544863,0.162634824,0.00124593,0.038314629,0.192664472,0.206306044,0.020489641,0.001009476,0.021881082,0.046863348,0.008848833
IMG_7724,50,194,Now,2,123.0930793,0.153829622,0,0.018072628,0.02536164,0,8.43E-05,0.22636224,0.17142295,0.003129216,0.026261055,0.202490256,0.202640159,0.021023835,0.001302279,0.027647654,0.062865387,0.011336381
IMG_7727,50,194,Now,2,120.47215,0.165653122,0,0.026629062,0.055265252,0.002033083,1.73E-05,0.210800429,0.191377998,0.013098245,0.013660588,0.200150535,0.212712392,0.022182233,0.000449874,0.005744541,0.037858601,0.008019864
IMG_7728,50,194,Now,2,119.8837958,0.166317499,0,0.032305074,0.055613247,0.000794101,0.001064619,0.233631485,0.187207121,0.004232296,0.024948732,0.198150007,0.203987958,0.016789563,0,0.006928749,0.028273485,0.006073563
IMG_7729,50,194,Now,2,119.2173721,0.178472382,0,0.022854738,0.05685771,0.007326228,0,0.200058404,0.209188275,0.02031246,0.011199766,0.192568989,0.215913288,0.0231897,0,0.005161856,0.027037473,0.008331115
IMG_7730,50,194,Now,2,116.5255148,0.168221588,0,0.012133987,0.024167163,0.001374696,0,0.198606974,0.210475187,0.012381432,0.00578289,0.209027173,0.236475278,0.027668057,0,0.008807222,0.043202126,0.009897814
IMG_7734,50,194,Now,2,128.8876187,0.178087297,0,0.025086353,0.0438938,0.001639248,0.001573386,0.194924185,0.164393185,0.012484632,0.028957614,0.179380598,0.191170013,0.028130672,0.002268603,0.035909783,0.067721445,0.022466483
IMG_7735,50,194,Now,2,124.6321838,0.179518225,0,0.032868174,0.054352999,0.000790617,0.006340288,0.217281506,0.166781805,0.007660541,0.039500146,0.182931884,0.201553601,0.019650286,0.001412364,0.016595281,0.044174765,0.008105743
IMG_7736,50,194,Now,2,123.1929826,0.178158445,0,0.040411168,0.066582209,0.003111018,0.00184416,0.223143412,0.175211277,0.017190782,0.031871903,0.175451819,0.195978127,0.021031447,0.000633429,0.007063936,0.032417133,0.008058179
IMG_7737,50,194,Now,2,116.3743161,0.193990253,0,0.014725637,0.028567056,0.003970481,0,0.186587087,0.211889337,0.023703855,0.006852693,0.199170195,0.228527946,0.037961877,0,0.005220289,0.038284956,0.014538591
IMG_7748,0,296,Clear,0,237.3554009,0.001129599,0.039036848,0.125501642,0.390368479,0.004377964,0.059467348,0,0,0,0.031740241,0,0,0,0.349507479,0,0,0
IMG_7749,0,296,Clear,0,256.7016634,0.00049866,0,0.077250177,0.301913536,0.017009213,0.001417434,0,0,0,0.016300496,0,0,0,0.586109142,0,0,0
IMG_7750,0,296,Clear,0,249.1378648,0.000422483,0.06434024,0.06434024,0.237731734,0,0,0,0,0,0,0,0,0,0.633587786,0,0,0
IMG_7752,0,281,Clear,0,282.2739657,0.00038123,0.028459274,0,0.156035329,0,0.14720314,0,0,0,0,0,0,0,0.668302257,0,0,0
IMG_7753,0,281,Clear,0,317.1760219,0.000196017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMG_7754,0,281,Clear,0,326.260905,0.000212238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMG_7756,0,281,Clear,0,265.7000412,0.000791187,0.030287733,0.086824836,0.279656739,0.118626956,0.067137809,0,0,0,0.049469965,0,0,0,0.367995962,0,0,0
IMG_7757,0,281,Clear,0,314.9912398,0.000302783,0,0.022321429,0.030133929,0,0,0,0,0,0,0,0,0,0.947544643,0,0,0
IMG_7758,0,281,Clear,0,308.8865879,0.000246956,0,0.075641026,0.074358974,0,0,0.034615385,0,0,0,0,0,0,0.815384615,0,0,0
IMG_7759,0,281,Clear,0,284.0057099,0.000239173,0,0,0,0,0,0.045088567,0,0,0.120772947,0,0,0,0.834138486,0,0,0
IMG_7761,0,281,Clear,0,291.1474409,0.00054435,0,0,0.131334761,0.186295503,0,0,0,0,0,0,0,0.055674518,0.587437545,0,0,0.039257673
IMG_7762,0,281,Clear,0,243.4178816,0.000759529,0.027927487,0.088682019,0.257716805,0.087212151,0.126898579,0,0,0,0.076923077,0,0,0.014698677,0.307692308,0,0.012248898,0
IMG_7763,0,281,Clear,0,269.6177587,0.000252426,0,0,0.155864198,0.063271605,0,0,0,0,0,0,0,0.040123457,0.740740741,0,0,0
IMG_7764,0,281,Clear,0,271.893567,0.000241306,0,0.04886562,0.104712042,0.078534031,0,0,0,0,0.040139616,0,0,0.109947644,0.617801047,0,0,0
IMG_7765,0,281,Clear,0,281.3013513,0.00018648,0,0,0,0,0,0,0,0,0.059055118,0,0,0.043307087,0.897637795,0,0,0
IMG_7770,40,253,Clean,1,140.5684708,0.089508164,0.014256475,0.106096811,0.123347751,0,0.02481272,0.196616356,0.181432302,0.01028402,0.000584778,0.107589002,0.137513485,0.038938124,0.009064053,0.033453314,0.014195981,0.001814827
IMG_7771,40,253,Clean,1,137.1135518,0.094818885,0.017532481,0.11511932,0.122500875,0,0.022628534,0.204562769,0.183560854,0.007505096,0.00181193,0.107768649,0.151409393,0.027168654,0.014516029,0.019045854,0.004612185,0.000257376
IMG_7772,40,253,Clean,1,137.6970531,0.094255022,0.016370314,0.119997095,0.129230035,0,0.01874598,0.206734859,0.184544681,0.007728697,0.002230429,0.100265577,0.154324958,0.023901903,0.014025769,0.018880843,0.002759508,0.000259352
IMG_7773,40,253,Clean,1,136.9027975,0.095156518,0.02965152,0.138370456,0.120936552,0,0.035680993,0.203623634,0.149269125,0.000674349,0.010313572,0.112755112,0.149110454,0.008935124,0.022908031,0.01639263,0.001378449,0
IMG_7774,40,253,Clean,1,136.5493179,0.094282662,0.002898954,0.113701033,0.136689416,0.000609743,0.006568109,0.200680345,0.214351426,0.010707944,0,0.100522026,0.137202884,0.03904495,0.003348238,0.028850474,0.004578422,0.000246037
IMG_7775,40,253,Clean,1,133.4189611,0.102847259,0.021039794,0.124353075,0.115324308,0,0.025774517,0.210326204,0.174754297,0.005841541,0.000399684,0.10453283,0.150394048,0.034567572,0.004714226,0.02697357,0.001004335,0
IMG_7777,40,229,Clean,1,134.51836,0.100021178,0.019603067,0.130094044,0.12158985,0,0.026306871,0.205488012,0.18619207,0.008959587,0.005454122,0.106731339,0.119206981,0.047096077,0.011787257,0.011173007,0.000317716,0
IMG_7778,40,229,Clean,1,138.6372943,0.112743996,0.004624935,0.13123642,0.137382307,0,0.005090533,0.193254009,0.206476979,0.018510088,0.000103466,0.108422142,0.114247284,0.066145887,0.002296948,0.011112261,0.001096741,0
IMG_7779,40,229,Clean,1,122.8683815,0.112912623,0.005287929,0.076225165,0.052484339,0,0.03590745,0.248247414,0.20128139,0.000504657,0.003016972,0.129861439,0.1852311,0.018782021,0.014865443,0.021985497,0.005792586,0.000526599
IMG_7780,40,229,Clean,1,118.387836,0.112181227,0.018843055,0.100095132,0.052609259,0,0.059428978,0.274828934,0.14962119,0,0.023473586,0.141609454,0.154675805,0.00160464,0.016057859,0.007152108,0,0
IMG_7781,40,229,Clean,1,124.1517942,0.107922743,0.001006653,0.086641597,0.087532543,0,0.015585768,0.247139138,0.210783917,0.002800116,0.000404975,0.120439688,0.167208562,0.027804455,0.004917559,0.026358114,0.001376916,0
IMG_7783,40,230,Clean,1,134.4832115,0.100543169,0.00832461,0.093684263,0.099596231,0,0.02789492,0.210497981,0.185962813,0.009371417,0.004346742,0.119365934,0.151547779,0.04797368,0.019420767,0.018034993,0.003499327,0.00047854
IMG_7784,40,230,Clean,1,127.3170383,0.102497048,0.009682596,0.087077417,0.086736713,0,0.031927287,0.229370906,0.187222491,0.002220073,0.005561173,0.128291643,0.174209786,0.022860157,0.015595463,0.017980393,0.001263903,0
IMG_7785,40,230,Clean,1,126.2844604,0.101863325,0.012206263,0.088008365,0.083407628,0,0.034439491,0.23272247,0.187617632,0,0.013725166,0.138275274,0.167937923,0.009652743,0.023135766,0.007858676,0.001012602,0
IMG_7786,40,230,Clean,1,123.6182448,0.105832428,0,0.046256916,0.053955179,0,0.007978813,0.251809541,0.226380582,0.002839156,0.001357857,0.138680971,0.180123666,0.028559886,0.014195778,0.025451403,0.018426457,0.003983795
IMG_7787,40,230,Clean,1,120.1231836,0.099649128,4.73E-05,0.039158622,0.034083381,0,0.028889835,0.255666761,0.213988264,0,0.001703578,0.152233579,0.187287053,0.011369014,0.013179065,0.03821219,0.022726197,0.001455139
IMG_7789,40,224,Clean,1,134.5694468,0.116744282,0.003487325,0.077725657,0.086860933,0,0.02350154,0.213134328,0.19525231,0.010215589,0.003193556,0.125354181,0.156664298,0.052328832,0.017588249,0.020355366,0.012613125,0.00172471
IMG_7790,40,224,Clean,1,125.7637753,0.107332542,0.003350399,0.071010759,0.075588531,0,0.026980108,0.246038679,0.197142762,0.00205668,0.002952331,0.126563243,0.183752225,0.020356712,0.015557792,0.022933092,0.004666232,0.001050455
IMG_7791,40,224,Clean,1,125.383712,0.109849622,0.000702506,0.07239153,0.08009679,0,0.012187915,0.241137836,0.206938079,0.004895237,0.002954984,0.128959957,0.189810323,0.021944937,0.012734308,0.020149645,0.004828332,0.000267621
IMG_7792,40,224,Clean,1,129.4289602,0.103476827,6.88E-05,0.08449687,0.117522984,0,0.004596832,0.225817915,0.212084738,0.010615127,0.000355366,0.117110301,0.163307885,0.037932458,0.002659513,0.02242245,0.001008781,0
IMG_7793,40,224,Clean,1,125.9259451,0.104655444,0.005630989,0.085917987,0.094216884,0,0.023874938,0.234980246,0.195211389,0.00198674,0.004087008,0.131011307,0.177387494,0.01573498,0.013475773,0.015973389,0.000510876,0
IMG_7798,45,209,Clean,1,137.7566406,0.111197584,0.002173674,0.065393646,0.088744589,0,0.018389097,0.203875926,0.198079463,0.011116003,0.005502972,0.122468633,0.154367525,0.048435322,0.015591753,0.030550664,0.021434074,0.01387666
IMG_7799,45,209,Clean,1,129.8159423,0.131747502,0.001020934,0.055058139,0.064924153,0,0.01983141,0.221795578,0.203518155,0.004951076,0.005917801,0.143572184,0.17122774,0.035073137,0.012133751,0.03109782,0.019388705,0.010489416
IMG_7800,45,209,Clean,1,125.9232351,0.1208442,0.001149596,0.052732768,0.061116892,0,0.023725286,0.229800307,0.203349685,0.000683812,0.00955354,0.151934988,0.187631931,0.008701254,0.016024974,0.027828155,0.021763044,0.004003766
IMG_7801,45,209,Clean,1,128.3533489,0.125789879,0,0.044252318,0.062026662,0,0.0001449,0.210548686,0.240243431,0.006549459,8.69E-05,0.142851623,0.172855487,0.039316074,0.004829985,0.038127898,0.025579598,0.01258694
IMG_7802,45,209,Clean,1,125.8139181,0.107151244,0.002856034,0.047291617,0.059588731,0,0.031481042,0.229237169,0.200181062,0.000581984,0.013245533,0.148244347,0.187355851,0.010249391,0.016166232,0.028495678,0.019830578,0.005194749
IMG_7805,45,222,Clean,1,135.2245794,0.137871021,0.006766394,0.092563924,0.103844147,0,0.010775787,0.200208732,0.216402853,0.012593495,0.004853018,0.122003827,0.143572795,0.066446338,0.005940164,0.010419203,0.001852496,0.001756827
IMG_7806,45,222,Clean,1,127.9634778,0.135224319,0.016379653,0.104241886,0.102852498,0,0.021426816,0.220175422,0.210912837,0.000812839,0.017627266,0.124071379,0.151953649,0.020992042,0.003553808,0.004612389,0.000387516,0
IMG_7807,45,222,Clean,1,129.969433,0.126163723,0,0.070383475,0.108805372,8.50E-05,0,0.192215741,0.258944035,0.018615919,0,0.125115553,0.158819717,0.054647073,0.000255013,0.008521671,0.002008224,0.001583203
IMG_7808,45,222,Clean,1,124.6541306,0.124949708,0.01380357,0.092732735,0.084390712,0,0.023859425,0.229942494,0.215034225,0.000547187,0.012636926,0.128103738,0.166035165,0.019182523,0.004583983,0.00823878,0.000908537,0
IMG_7809,45,222,Clean,1,119.6239956,0.121130434,0.008439789,0.073801627,0.072444255,0,0.026118464,0.247742274,0.216675971,0,0.014558909,0.136842797,0.177334078,0.002616225,0.008987116,0.009173207,0.005068252,0.000197038
IMG_7810,45,222,Clean,1,137.3280827,0.123671832,0,0.10692851,0.145878414,0.000285796,0,0.175611399,0.241436329,0.026160536,0,0.111399175,0.126862777,0.063865186,0,0.001571878,0,0
IMG_7812,45,213,Clean,1,134.35928,0.146948055,0.005711635,0.080675777,0.087323605,0,0.015322643,0.203944035,0.223784452,0.013089522,0.000884659,0.111243762,0.141906226,0.070772746,0.004011028,0.026093155,0.005342312,0.009894442
IMG_7813,45,213,Clean,1,125.9196891,0.120135849,0.005994734,0.097809401,0.100644294,0,0.010656059,0.236920836,0.230018488,0.001770407,0.010297496,0.111625301,0.167953387,0.021065606,0.001770407,0.003271892,0.000201692,0
IMG_7814,45,213,Clean,1,127.9611321,0.123822219,0,0.060735132,0.098235413,0,0,0.198746986,0.280001352,0.014964055,0,0.109886643,0.163015798,0.053681293,0,0.01206815,0.004495977,0.004169202
IMG_7815,45,213,Clean,1,119.2647176,0.118179588,0.003838455,0.066195691,0.062580949,0,0.028823737,0.261638997,0.21497704,0,0.010302602,0.128305663,0.184610856,0.005263158,0.010231956,0.012386671,0.010337925,0.000506299
IMG_7816,45,213,Clean,1,127.6953894,0.113944074,0.012599729,0.092578116,0.103005081,0,0.01589911,0.237900352,0.220299818,0.002494654,0.008380659,0.109281953,0.153645414,0.03445382,0.002965995,0.006495298,0,0
IMG_7821,50,198,Now,2,132.1604866,0.116821286,0.00795782,0.072943413,0.076344107,0,0.01994355,0.214547522,0.19892589,0.008418432,0.004194516,0.140016464,0.141643309,0.041925557,0.010701895,0.021325389,0.028999,0.012113134
IMG_7822,50,198,Now,2,130.5261997,0.121939631,0.005157512,0.090879614,0.097516491,0,0.005410828,0.212086208,0.211559311,0.008987648,0.001205784,0.134956582,0.147662907,0.042121369,0.005198042,0.018147551,0.012919111,0.006191041
IMG_7823,50,198,Now,2,132.3061435,0.123489494,0.000713145,0.092974987,0.115093135,0,0,0.188877062,0.246301224,0.015071847,0,0.122394891,0.149026078,0.05739223,0,0.008579031,0.002384247,0.001192123
IMG_7824,50,198,Now,2,129.823983,0.115974314,0.005816369,0.10331708,0.109330243,0,0.004537205,0.216725341,0.212220935,0.007248595,0,0.131644546,0.151433319,0.03951195,0,0.015951282,0.002197538,6.56E-05
IMG_7825,50,198,Now,2,130.9366565,0.109474267,0.020275636,0.121523283,0.109775597,0,0.017034144,0.216472866,0.182458965,0.000989851,0.01008343,0.133640804,0.16179174,0.010899242,0.004796972,0.007124754,0.003132716,0
IMG_7879,,265,Clear,0,256.1470146,0.004841888,0.0625,0.140852181,0.196385299,0.01746769,0.043113893,0.019487076,0.010399838,0,0.106017771,0.015145396,0.015852181,0.004240711,0.237782714,0.009894992,0.075424071,0.045436187
IMG_7880,,265,Clear,0,260.0827651,0.001923763,0.00552588,0.110885983,0.233376312,0,0.010683367,0.040707313,0.034628845,0,0.078835881,0.030208141,0.042365076,0.009393995,0.289187696,0.008841407,0.053601031,0.051759072
IMG_7881,,265,Clear,0,260.3170855,0.001897031,0,0.068458326,0.160886145,0.121663338,0,0.047212638,0.024877429,0.009805702,0.033775195,0.036499001,0.043217723,0.005084438,0.182676593,0.013982204,0.057744689,0.194116579
IMG_7882,,265,Clear,0,245.7957831,0.001700838,0.027660473,0.13745777,0.276393581,0,0.000422297,0.03125,0.028505068,0,0.074535473,0.035684122,0.033150338,0.012035473,0.240498311,0.016891892,0.034628378,0.050886824
IMG_7883,,265,Clear,0,240.7163263,0.004375602,0.111335312,0.159169139,0.228367953,0.031335312,0.068367953,0.025519288,0.008664688,0,0.088545994,0.014599407,0.010326409,0,0.186231454,0.006646884,0.026231454,0.034658754
IMG_7884,,265,Clear,0,255.0495729,0.002521022,0,0.101629295,0.223745765,0.109211163,0.000967898,0.034683013,0.030004839,0,0.040006453,0.015809001,0.041619616,0.004194225,0.203581223,0.008872399,0.045975157,0.139699952
IMG_7885,,265,Clear,0,249.0123058,0.002822913,0,0.042039642,0.178548593,0.106617647,0.001278772,0.037563939,0.021419437,0,0.042519182,0.01390665,0.040920716,0.004315857,0.245044757,0.00831202,0.075607417,0.181905371
IMG_7886,,265,Clear,0,246.7952439,0.001741121,0.011463664,0.151688843,0.303582395,0,0.011873081,0.05035824,0.020061412,0,0.075537359,0.032139202,0.02272262,0.005731832,0.22395087,0.020266121,0,0.07062436
IMG_7887,,265,Clear,0,247.1267405,0.001739787,0.037854251,0.113360324,0.309919028,0,0.023684211,0.036437247,0.015182186,0,0.070040486,0.046963563,0.014574899,0,0.240080972,0.017813765,0.021255061,0.052834008
IMG_7889,,282,Clear,0,248.2618592,0.004013588,0.077390754,0.110829639,0.218746042,0.028625712,0.072450918,0.020392654,0.010766308,0,0.079670678,0.012792907,0.017859405,0.003546548,0.248005066,0.003546548,0.062571248,0.032805573
IMG_7890,,282,Clear,0,243.2283377,0.001240359,0,0.067825591,0.274437162,0,0.019663722,0.064690795,0.040182388,0,0.05414648,0.054716443,0.0230835,0.007979481,0.299800513,0.013394129,0,0.080079795
IMG_7891,,282,Clear,0,239.4165442,0.001406802,0.014410005,0.077759652,0.35725938,0.008156607,0.024741707,0.044861338,0.018216422,0.005709625,0.061446438,0.043230016,0.033170201,0.006797172,0.2137031,0,0.029091898,0.061446438
IMG_7892,,282,Clear,0,256.6048709,0.001218779,0.024914089,0.058419244,0.215922108,0,0.044100802,0.033505155,0.022623139,0,0.068442153,0.067583047,0.048109966,0,0.336483391,0.008018328,0.014604811,0.057273769
IMG_7894,,281,Clear,0,257.0699149,0.00221489,0.074595806,0.029294061,0.00352169,0.226988955,0.004322075,0.025772371,0.025612294,0.05922843,0,0.011205379,0.038098287,0,0.063070274,0.301904914,0.121178166,0.0152073
IMG_7895,,281,Clear,0,253.2110567,0.002027536,0.040165489,0.133252887,0.278917428,0.013618342,0.020686089,0.030167213,0.018100328,0,0.0584382,0.037234959,0.022237545,0.003964834,0.236338562,0.015686951,0.024823306,0.066367868
IMG_7896,,281,Clear,0,250.8739134,0.001596469,0.034073755,0.052188915,0.275177917,0.061677809,0.019409101,0.039033858,0.028035368,0,0.045287902,0.026094458,0.046797498,0.006038387,0.294587017,0.00517576,0.017036877,0.049385378
IMG_7897,,281,Clear,0,247.5961774,0.001276373,0,0.048922056,0.336650083,0.017689331,0.003040354,0.049474848,0.028745163,0,0.062741846,0.057766722,0.032338308,0.014925373,0.216141515,0,0.012161415,0.119402985
IMG_7900,,286,Clear,0,250.3772521,0.004514983,0.10962503,0.162646286,0.20754717,0,0.083114402,0.0103893,0.006090279,0,0.121447337,0.000716503,0.008836876,0,0.224146167,0.013374731,0.03164557,0.020420349
IMG_7901,,286,Clear,0,251.56112,0.001038512,0,0.058179329,0.305270363,0,0,0.027720739,0.007871321,0,0.017111567,0.017111567,0.017111567,0,0.400752909,0.06605065,0.022587269,0.060232717
IMG_7902,,286,Clear,0,238.5574572,0.001416604,0,0.115100027,0.438750343,0.016990956,0,0.030693341,0.015620718,0,0.039188819,0.023294053,0.027130721,0,0.222800767,0.024664292,0.013976432,0.031789531
IMG_7903,,286,Clear,0,260.7690118,0.00132964,0.035196131,0.152606126,0.221923697,0,0.027404621,0.006985492,0.007254164,0,0.06233208,0.021762493,0.006985492,0,0.343632456,0.03707684,0.038688877,0.038151531
IMG_7904,,286,Clear,0,240.1477071,0.001405967,0.044716529,0.109928134,0.337769497,0,0,0.018898057,0.006654245,0,0.026616982,0.013308491,0,0,0.306361459,0.047378227,0.045515039,0.04285334
IMG_7905,,286,Clear,0,242.9445567,0.001078243,0,0.032576505,0.35834156,0.055610398,0.006252057,0.025008226,0.015794669,0,0.068443567,0.026653504,0.020401448,0.009871668,0.31260283,0.023692004,0.019085225,0.025666338
IMG_7906,,286,Clear,0,243.628265,0.00105002,0,0.079702444,0.380446334,0.008855827,0,0.028338647,0.051363797,0,0.064470422,0,0.011689692,0,0.307828551,0.009564293,0.007793128,0.049946865
